,CASE_ID,COLLISION_DATE_DT,COLLISION_SEVERITY,CITY,POINT_X,POINT_Y,geometry,AT_FAULT,PARTY_SEX,PARTY_AGE,RACE,LIGHTING,DAY_OF_WEEK,WEATHER_1,PRIMARY_COLL_FACTOR,PED_ACTION,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,PRIMARY_RD,SECONDARY_RD,road_class_id,route_id,road_class,road_class_name,island_id,networkLinkId,volume,volume_road_name,signal_id,traffic_signals
159,9873451,2025-06-22,3,OAKLAND,-122.2555923461914,37.79983901977539,POINT (-13609430.286608059 4551188.240322876),N,F,66,A,A,7,A,A,B,0,1,LAKESHORE AV,E 16TH ST,491905,ALA_OAK_LAKESHORE AVE_P,5,major collector,,10810557925152193089,21805.893016490227,East 16th Street,,
160,9567917,2023-03-07,4,OAKLAND,-122.2555923461914,37.79983901977539,POINT (-13609430.286608059 4551188.240322876),N,F,73,,A,2,B,A,B,0,1,1ST AV,LAKESHORE AV,491905,ALA_OAK_LAKESHORE AVE_P,5,major collector,,9031105571156565654,3963279.0501434193,Lakeshore Avenue,,
160,9567917,2023-03-07,4,OAKLAND,-122.2555923461914,37.79983901977539,POINT (-13609430.286608059 4551188.240322876),N,F,73,,A,2,B,A,B,0,1,1ST AV,LAKESHORE AV,491905,ALA_OAK_LAKESHORE AVE_P,5,major collector,,10810557925152193089,21805.893016490227,East 16th Street,,
161,9715022,2023-10-11,4,OAKLAND,-122.25196838378906,37.80084609985352,POINT (-13609026.868958777 4551330.12154827),N,M,72,B,A,3,A,A,B,0,1,ATHOL AV,ACTON,492978,ALA_OAK_WAYNE PL_P,7,local,,7060998335017626517,59456.33839436414,Athol Avenue,,
162,9678422,2024-02-07,4,OAKLAND,-122.25054168701172,37.80524826049805,POINT (-13608868.049800009 4551950.337191329),N,M,38,W,C,3,A,A,B,0,1,LAKESHORE AV,BROOKLYN AV,491908,ALA_OAK_LAKESHORE AVE_P,4,minor arterial,,7895818924571029058,8531824.902399004,Lakeshore Avenue,,
163,9649997,2023-07-27,4,OAKLAND,-122.24877166748048,37.80862045288086,POINT (-13608671.012127098 4552425.4667295925),N,F,72,W,A,4,A,A,B,0,1,LAKESHORE AV,EL EMBARCADERO,491910,ALA_OAK_LAKESHORE AVE_S,4,minor arterial,way/1047285806,12839063173190912116,880027.4383770159,El Embarcadero,node/890222435,signal
164,9775955,2024-12-12,2,OAKLAND,-122.2487564086914,37.80862808227539,POINT (-13608669.313526465 4552426.5417079),N,M,21,H,A,4,A,A,B,0,1,LAKESHORE,EL EMBARCADERO,491910,ALA_OAK_LAKESHORE AVE_S,4,minor arterial,way/1047285807,12839063173190912116,880027.4383770159,El Embarcadero,node/890222435,signal
165,9800166,2024-09-27,3,OAKLAND,-122.248779296875,37.80862808227539,POINT (-13608671.861427408 4552426.5417079),N,F,15,W,A,5,A,A,B,0,1,EL EMBARCADERO,LAKESHORE AV,491910,ALA_OAK_LAKESHORE AVE_S,4,minor arterial,way/1047285806,12839063173190912116,880027.4383770159,El Embarcadero,node/890222435,signal
166,9694207,2023-11-13,3,OAKLAND,-122.25505065917967,37.80885696411133,POINT (-13609369.986285746 4552458.791108738),N,F,39,H,C,1,A,A,B,0,1,GRAND AV,ELLITA AV,491350,ALA_OAK_ELLITA AVE_P,7,local,,12162016888717425692,1067856.214276061,Grand Avenue,,
167,9751960,2024-09-08,3,OAKLAND,-122.26287078857422,37.80105209350586,POINT (-13610240.519107884 4551359.142946319),N,M,69,A,C,7,A,A,B,0,1,14TH ST,OAK ST,491900,ALA_OAK_LAKE MERRITT BLVD_P,3,other principal arterial,way/1455284230,3266463290341455165,8225944.944909943,Oak Street,node/53082893,signal
168,9673405,2024-02-01,4,OAKLAND,-122.26406097412108,37.801513671875,POINT (-13610373.00995691 4551424.172669152),Y,M,47,B,B,4,C,A,B,0,1,14TH ST,MADISON ST,490208,ALA_OAK_14TH ST_P,3,other principal arterial,,2225572712914430400,1794040.4458565866,Madison Street,,
169,9873454,2025-06-14,4,OAKLAND,-122.2664031982422,37.80245590209961,POINT (-13610633.745153395 4551556.9205549555),N,M,71,H,A,6,A,A,B,0,1,14TH ST,ALICE ST,490208,ALA_OAK_14TH ST_P,3,other principal arterial,,9977574578172611286,274876.0402400498,Alice Street,,
170,9715010,2023-06-10,4,OAKLAND,-122.26214599609376,37.805030822753906,POINT (-13610159.835578028 4551919.70175527),N,M,64,W,A,6,A,A,C,0,1,LAKESIDE DR,19TH ST,492039,ALA_OAK_MADISON ST_S,4,minor arterial,way/1449931211,2900612875826232988,1833132.7911272903,Madison Street,node/2389189057,signal
171,9727127,2024-11-22,4,OAKLAND,-122.2661361694336,37.80522918701172,POINT (-13610604.019642394 4551947.649868768),N,M,84,W,A,5,C,A,B,0,1,17TH ST,HARRISON ST,490225,ALA_OAK_17TH ST_P,5,major collector,,4473848035259144197,82014.67152721717,17th Street,,
172,9773463,2024-10-26,4,OAKLAND,-122.26544189453124,37.806373596191406,POINT (-13610526.733313795 4552108.890450957),N,F,33,W,C,6,A,A,B,0,1,19TH ST,HARRISON ST,490232,ALA_OAK_19TH ST_P,5,major collector,,11818196656450367853,3364115.2167765093,19th Street,,
173,9464179,2023-02-19,1,OAKLAND,-122.26543426513672,37.80637741088867,POINT (-13610525.884013483 4552109.427923743),Y,M,100,A,A,7,A,A,B,1,0,HARRISON ST,19TH ST,490232,ALA_OAK_19TH ST_P,5,major collector,,11818196656450367853,3364115.2167765093,19th Street,,
174,9771176,2024-12-03,3,OAKLAND,-122.26661682128906,37.80682373046875,POINT (-13610657.525562195 4552172.312431316),N,F,57,A,A,2,A,A,B,0,1,19TH ST,WEBSTER ST,490232,ALA_OAK_19TH ST_P,5,major collector,,908033578799237128,367528.3020472931,19th Street,,
175,9801558,2024-12-06,4,OAKLAND,-122.26603698730467,37.808387756347656,POINT (-13610592.97873831 4552392.6799446),N,F,33,,A,5,A,A,B,0,1,20TH ST,WEBSTER ST,490242,ALA_OAK_20TH ST_P,4,minor arterial,,8249768921026169539,4817938.514554546,Thomas L. Berkley Way,,
176,9728978,2024-04-09,4,OAKLAND,-122.2593994140625,37.809810638427734,POINT (-13609854.087464888 4552593.164688217),Y,M,25,,A,2,A,A,D,0,1,GRAND AV,BELLEVUE AV,491591,ALA_OAK_GRAND AVE_P,3,other principal arterial,,11782648149114808875,118712.82355042791,Bellevue Avenue,node/53081214,signal
177,9702535,2024-04-28,4,OAKLAND,-122.24163818359376,37.8023567199707,POINT (-13607876.916333245 4551542.947013544),N,M,42,B,A,7,A,A,B,0,1,SPRUCE ST,PARK BL,492368,ALA_OAK_PARK BLVD_P,3,other principal arterial,,2347718271466066828,156008.88026540334,7th Avenue,node/53035656,signal
178,9751964,2024-09-03,3,OAKLAND,-122.23980712890624,37.80257415771485,POINT (-13607673.084257813 4551573.581340395),N,M,15,B,A,2,A,A,B,0,1,PARK BL,CLEVELAND AV,492368,ALA_OAK_PARK BLVD_P,3,other principal arterial,,230294385461658846,837675.4730697306,Park Boulevard,,
179,9624565,2023-08-16,3,OAKLAND,-122.2388153076172,37.802734375,POINT (-13607562.67521696 4551596.154059993),N,M,14,A,A,3,-,A,B,0,1,PARK BL,8TH AV,490533,ALA_OAK_8TH AVE_P,5,major collector,,8458002111161072854,1810452.9547773597,Park Boulevard,,
180,9624565,2023-08-16,3,OAKLAND,-122.2388153076172,37.802734375,POINT (-13607562.67521696 4551596.154059993),N,F,16,A,A,3,-,A,B,0,1,PARK BL,8TH AV,490533,ALA_OAK_8TH AVE_P,5,major collector,,8458002111161072854,1810452.9547773597,Park Boulevard,,
181,9771191,2024-11-05,4,OAKLAND,-122.2388153076172,37.802734375,POINT (-13607562.67521696 4551596.154059993),N,M,50,B,A,2,A,A,B,0,1,PARK BL,MCKINLEY AV,490533,ALA_OAK_8TH AVE_P,5,major collector,,8458002111161072854,1810452.9547773597,Park Boulevard,,
182,9756531,2024-09-03,3,OAKLAND,-122.23458862304688,37.80338287353515,POINT (-13607092.16284285 4551687.52033001),N,M,15,B,A,2,A,A,B,0,1,PARK BL,34TH ST,491290,ALA_OAK_E 34TH ST_P,7,local,,12205173481818836200,252600.0301483869,East 34th Street,,
183,9756531,2024-09-03,3,OAKLAND,-122.23458862304688,37.80338287353515,POINT (-13607092.16284285 4551687.52033001),N,M,16,B,A,2,A,A,B,0,1,PARK BL,34TH ST,491290,ALA_OAK_E 34TH ST_P,7,local,,12205173481818836200,252600.0301483869,East 34th Street,,
184,9756531,2024-09-03,3,OAKLAND,-122.23458862304688,37.80338287353515,POINT (-13607092.16284285 4551687.52033001),N,M,15,B,A,2,A,A,B,0,1,PARK BL,34TH ST,491290,ALA_OAK_E 34TH ST_P,7,local,,12205173481818836200,252600.0301483869,East 34th Street,,
185,9762549,2024-10-16,4,OAKLAND,-122.22480010986328,37.80630874633789,POINT (-13606002.510539629 4552099.753417849),N,F,81,W,A,3,A,A,B,0,1,HAMPLE,PARK BL,492369,ALA_OAK_PARK BLVD_S,3,other principal arterial,,4088770458520868098,59793.33788323909,Hampel Street,,
186,9432102,2024-10-05,4,OAKLAND,-122.24095916748048,37.80685043334961,POINT (-13607801.328605274 4552176.074764333),N,M,43,B,A,6,A,A,C,0,1,MONTCLAIR AV,MACARTHUR BL,492026,ALA_OAK_MACARTHUR BLVD_P,4,minor arterial,,14001998224836685309,162218.8304943052,MacArthur Boulevard,,
187,9684268,2024-01-16,4,OAKLAND,-122.24254608154295,37.81171798706055,POINT (-13607977.983070642 4552861.917053824),N,F,23,H,C,2,-,A,B,0,1,LAKESHORE AV,MANDANA BL,492060,ALA_OAK_MANDANA BLVD_P,5,major collector,,11212531277860132194,499460.064920957,Mandana Boulevard,,
188,9567914,2023-03-25,4,OAKLAND,-122.24254608154295,37.81171798706055,POINT (-13607977.983070642 4552861.917053824),N,F,48,O,A,6,A,A,B,0,1,LAKESHORE AV,MANDANA BL,492060,ALA_OAK_MANDANA BLVD_P,5,major collector,,11212531277860132194,499460.064920957,Mandana Boulevard,,
189,9558901,2023-03-10,3,OAKLAND,-122.24254608154295,37.81171798706055,POINT (-13607977.983070642 4552861.917053824),N,M,34,W,A,5,A,A,B,0,1,MANDANA AV,LAKESHORE AV,492060,ALA_OAK_MANDANA BLVD_P,5,major collector,,11212531277860132194,499460.064920957,Mandana Boulevard,,
190,9618967,2023-09-07,3,OAKLAND,-122.26921081542967,37.81106185913086,POINT (-13610946.28766905 4552769.465456725),N,M,79,W,A,4,A,A,E,0,1,TELEGRAPH AV,22ND,490257,ALA_OAK_22ND ST_P,4,minor arterial,,971672342195868446,21445266.46185076,Telegraph Avenue,,
191,9668361,2024-02-06,4,OAKLAND,-122.26668548583984,37.811485290527344,POINT (-13610665.169265024 4552829.128893394),N,M,41,O,C,2,A,A,E,0,1,GRAND AV,BROADWAY,771814,ALA_OAK_BROADWAY_P,3,other principal arterial,,4537969308746100745,2140857.3407298806,West Grand Avenue,node/13520123750,signal
192,9807634,2024-11-01,4,OAKLAND,-122.26671600341795,37.811492919921875,POINT (-13610668.566466277 4552830.203913408),N,F,41,A,A,5,A,A,B,0,1,BROADWAY,GRAND AV,771764,ALA_OAK_W GRAND AVE_P,3,other principal arterial,,4537969308746100745,2140857.3407298806,West Grand Avenue,node/13520123750,signal
193,9675603,2023-11-24,3,OAKLAND,-122.26671600341795,37.811492919921875,POINT (-13610668.566466277 4552830.203913408),N,F,46,W,C,5,A,A,B,0,1,BROADWAY,W GRAND AV,771764,ALA_OAK_W GRAND AVE_P,3,other principal arterial,,4537969308746100745,2140857.3407298806,West Grand Avenue,node/13520123750,signal
194,9590829,2023-01-06,4,OAKLAND,-122.26901245117188,37.81181716918945,POINT (-13610924.20586088 4552875.892366728),Y,M,55,B,C,5,A,A,C,0,1,TELEGRAPH AV,W GRAND AV,771764,ALA_OAK_W GRAND AVE_P,3,other principal arterial,,18032036919470102717,7811634.397039896,West Grand Avenue,node/13520123748,signal
195,9642799,2023-05-24,3,OAKLAND,-122.26878356933594,37.81259536743164,POINT (-13610898.72685145 4552985.545473336),N,M,38,B,C,3,A,A,B,0,1,23RD ST,TELEGRAPH AV,490261,ALA_OAK_23RD ST_P,7,local,,1052105888983333032,181855.92826185966,23rd Street,,
196,9638003,2023-05-13,4,OAKLAND,-122.2681121826172,37.81544494628906,POINT (-13610823.988423796 4553387.079213978),N,M,77,W,A,6,A,A,B,0,1,TELEGRAPH AV,26TH ST,492798,ALA_OAK_TELEGRAPH AVE_P,3,other principal arterial,,,,,node/53099348,traffic_lights
197,9615302,2023-06-09,4,OAKLAND,-122.26792144775392,37.8161735534668,POINT (-13610802.75591594 4553489.749633055),N,F,62,B,C,5,A,A,B,0,1,27TH ST,TELEGRAPH AV,492798,ALA_OAK_TELEGRAPH AVE_P,3,other principal arterial,way/1449939147,10337669743880669177,2095795.694788889,27th Street,node/283261632,traffic_lights
198,9615302,2023-06-09,4,OAKLAND,-122.26792144775392,37.8161735534668,POINT (-13610802.75591594 4553489.749633055),N,M,69,B,C,5,A,A,B,0,1,27TH ST,TELEGRAPH AV,492798,ALA_OAK_TELEGRAPH AVE_P,3,other principal arterial,way/1449939147,10337669743880669177,2095795.694788889,27th Street,node/283261632,traffic_lights
199,9595001,2023-05-30,3,OAKLAND,-122.26792144775392,37.8161735534668,POINT (-13610802.75591594 4553489.749633055),N,M,90,A,A,2,A,A,B,0,1,TELEGRAPH AV,27TH ST,492798,ALA_OAK_TELEGRAPH AVE_P,3,other principal arterial,way/1449939147,10337669743880669177,2095795.694788889,27th Street,node/283261632,traffic_lights
200,92085756,2023-05-12,3,OAKLAND,-122.26984405517578,37.81647109985352,POINT (-13611016.779595135 4553531.678158431),N,M,28,B,C,5,A,A,D,0,1,27TH STREET,NORTHGATE AVENUE,490289,ALA_OAK_27TH ST_P,4,minor arterial,,1902440192171279614,274990.9934184707,27th Street,,
201,9778371,2023-07-24,3,OAKLAND,-122.26052856445312,37.810585021972656,POINT (-13609979.7839114 4552702.277311526),N,F,43,B,A,1,A,A,B,0,1,GRAND AV,BAY PL,491591,ALA_OAK_GRAND AVE_P,3,other principal arterial,,3808509063036833117,2541154.9621723574,Grand Avenue,node/53112226,signal
201,9778371,2023-07-24,3,OAKLAND,-122.26052856445312,37.810585021972656,POINT (-13609979.7839114 4552702.277311526),N,F,43,B,A,1,A,A,B,0,1,GRAND AV,BAY PL,491591,ALA_OAK_GRAND AVE_P,3,other principal arterial,,2815679126983638678,861283.3083427378,Bay Place,node/53112226,signal
202,9668114,2024-01-07,3,OAKLAND,-122.26538848876952,37.8114128112793,POINT (-13610520.788211593 4552818.9162087925),N,M,34,O,A,7,A,A,B,0,1,GRAND AV,WEBSTER ST,491591,ALA_OAK_GRAND AVE_P,3,other principal arterial,,13138517163916110201,697428.2709165048,Grand Avenue,node/53118735,
203,9756565,2024-07-05,3,OAKLAND,-122.26551818847656,37.81339263916016,POINT (-13610535.226316938 4553097.887354692),N,M,16,W,A,5,A,A,B,0,1,BROADWAY,24TH ST,490268,ALA_OAK_24TH ST_P,7,local,,6065412501770740599,352216.5386816296,24th Street,,
203,9756565,2024-07-05,3,OAKLAND,-122.26551818847656,37.81339263916016,POINT (-13610535.226316938 4553097.887354692),N,M,16,W,A,5,A,A,B,0,1,BROADWAY,24TH ST,490268,ALA_OAK_24TH ST_P,7,local,,190891790550707071,598202.8165990063,Broadway,,
204,9885933,2025-08-26,4,OAKLAND,-122.26506042480467,37.81412124633789,POINT (-13610484.26829808 4553200.554919646),Y,F,998,B,A,2,A,A,E,0,1,BROADWAY AV,25TH ST,490278,ALA_OAK_25TH ST_P,7,local,way/1449938824,17264170546606816213,532839.3328477015,25th Street,node/13505907548,signal
205,9746352,2024-09-01,4,OAKLAND,-122.2641372680664,37.81562423706055,POINT (-13610381.502960054 4553412.343568656),N,F,26,W,A,7,A,A,B,0,1,BROADWAY,27TH ST,771814,ALA_OAK_BROADWAY_P,3,other principal arterial,way/1005945038,3620945049960639639,4010084.1526237945,27th Street,node/1230248565,signal
206,9822373,2025-06-02,4,OAKLAND,-122.2641372680664,37.81562423706055,POINT (-13610381.502960054 4553412.343568656),N,F,65,A,A,1,A,A,B,0,1,27TH ST,BROADWAY AV,771814,ALA_OAK_BROADWAY_P,3,other principal arterial,way/1005945038,3620945049960639639,4010084.1526237945,27th Street,node/1230248565,signal
207,9590832,2023-01-23,3,OAKLAND,-122.26496887207033,37.81640625,POINT (-13610474.076694313 4553522.539875677),N,M,63,B,A,1,A,A,B,0,1,28TH ST,SUMMIT ST,490298,ALA_OAK_28TH ST_P,7,local,,6963385139484301947,121724.96565878298,28th Street,,
208,9642686,2023-09-27,4,OAKLAND,-122.26375579833984,37.81755065917969,POINT (-13610339.037944341 4553683.804868152),N,F,61,H,A,3,A,A,B,0,1,29TH ST,WEBSTER ST,490301,ALA_OAK_29TH ST_P,5,major collector,,10625814257614912842,184120.931629264,29th Street,node/53118327,
209,9774234,2024-11-20,3,OAKLAND,-122.26235961914062,37.818603515625,POINT (-13610183.615986828 4553832.170869324),N,M,78,W,C,3,C,A,B,0,1,BROADWAY,30TH ST,490310,ALA_OAK_30TH ST_P,7,local,,13201761498347896607,1647968.765841985,30th Street,,
210,9795752,2025-02-13,4,OAKLAND,-122.26345825195312,37.818790435791016,POINT (-13610305.915232083 4553858.51143131),N,F,70,B,A,4,C,A,B,0,1,30TH ST,WEBSTER ST,492981,ALA_OAK_WEBSTER ST_P,5,major collector,,3342214075310646530,89720.95575751041,30th Street,node/53094026,signal
211,9608664,2023-07-31,4,OAKLAND,-122.27633666992188,37.796039581298835,POINT (-13611739.534162588 4550652.978569015),N,M,22,B,A,1,A,A,B,0,1,BROADWAY,2ND ST,490306,ALA_OAK_2ND ST_P,4,minor arterial,,3480901454191730849,1119957.4664879611,2nd Street,,
212,9712364,2023-10-06,3,OAKLAND,-122.27178955078124,37.798561096191406,POINT (-13611233.351175275 4551008.204431392),N,M,66,,A,5,A,A,B,0,1,7TH ST,WEBSTER ST,490506,ALA_OAK_7TH ST_P,4,minor arterial,,3229666075906741671,366564.7854063471,7th Street,,
213,9616898,2023-06-18,4,OAKLAND,-122.27134704589844,37.79925155639648,POINT (-13611184.09175705 4551105.477168046),N,M,31,H,C,7,A,A,B,0,1,WEBSTER ST,8TH ST,770177,ALA_OAK_8TH ST_P,4,minor arterial,,,,,node/10841436280,traffic_lights
214,9882992,2025-08-01,2,OAKLAND,-122.27375793457033,37.80019760131836,POINT (-13611452.470656361 4551238.758416214),N,M,41,W,A,5,A,A,B,0,1,BROADWAY,8TH ST,770177,ALA_OAK_8TH ST_P,4,minor arterial,,16038080238348893171,138354.10852651758,8th Street,,
215,9803219,2025-03-31,4,OAKLAND,-122.2705078125,37.80061340332031,POINT (-13611090.668722477 4551297.338214494),N,F,57,B,A,1,A,A,B,0,1,10TH ST,WEBSTER ST,770185,ALA_OAK_10TH ST_P,5,major collector,,16078247509047097753,212999.72456366944,10th Street,,
216,9791211,2024-04-20,4,OAKLAND,-122.27333831787108,37.800872802734375,POINT (-13611405.759139076 4551333.883576784),N,F,33,W,A,6,A,A,F,0,1,BROADWAY,9TH ST,490548,ALA_OAK_9TH ST_P,7,local,,4219054420038513488,707753.9469620851,9th Street,,
217,9806908,2025-04-12,3,OAKLAND,-122.27457427978516,37.801368713378906,POINT (-13611543.345789988 4551403.750067796),N,F,45,B,A,6,A,A,B,0,1,9TH ST,WASHINGTON ST,490548,ALA_OAK_9TH ST_P,7,local,,9673248095311593116,100401.1510617065,Washington Street,,
218,9795386,2025-02-07,4,OAKLAND,-122.27244567871094,37.80222702026367,POINT (-13611306.391002305 4551524.6739492435),N,M,60,,C,5,-,D,C,0,1,11TH ST,BROADWAY,770180,ALA_OAK_11TH ST_P,4,minor arterial,,10020152927634587878,2118021.1549572204,11th Street,,
219,9756522,2024-09-18,3,OAKLAND,-122.27204132080078,37.802932739257805,POINT (-13611261.378085647 4551624.10130448),N,F,22,B,A,3,-,A,B,0,1,12TH ST,BROADWAY,770265,ALA_OAK_12TH ST_P,4,minor arterial,,2153542420891421313,2695033.0553170084,12th Street,,
220,9753099,2024-09-27,3,OAKLAND,-122.27204132080078,37.802932739257805,POINT (-13611261.378085647 4551624.10130448),N,M,63,W,A,5,A,A,B,0,1,12TH ST,BROADWAY,770265,ALA_OAK_12TH ST_P,4,minor arterial,,2153542420891421313,2695033.0553170084,12th Street,,
221,9884758,2025-08-25,4,OAKLAND,-122.26931762695312,37.800151824951165,POINT (-13610958.17787345 4551232.3092842605),N,F,58,A,A,1,A,A,B,0,1,10TH ST,HARRISON ST,770185,ALA_OAK_10TH ST_P,5,major collector,,17324701321691449206,143931.37531152187,10th Street,,
222,9657260,2024-01-09,4,OAKLAND,-122.26889038085938,37.80084609985352,POINT (-13610910.61705585 4551330.12154827),N,-,28,W,C,2,C,A,B,0,1,11TH ST,HARRISON ST,770180,ALA_OAK_11TH ST_P,4,minor arterial,,6068023892528314947,809454.3011685909,11th Street,,
223,9820433,2025-07-18,4,OAKLAND,-122.26846313476562,37.80154800415039,POINT (-13610863.05623825 4551429.009606923),N,F,66,,A,5,A,A,B,0,1,HARRISON ST,12TH ST,491665,ALA_OAK_HARRISON ST_P,4,minor arterial,,10503358805282699885,626132.5457103825,12th Street,,
224,9795985,2025-01-31,4,OAKLAND,-122.268798828125,37.803367614746094,POINT (-13610900.42545208 4551685.370526207),N,F,26,B,C,5,B,A,B,0,1,14TH ST,WEBSTER,492982,ALA_OAK_WEBSTER ST_P,4,minor arterial,,18098511709644974147,228526.918700744,Webster Street,,
225,9675502,2023-10-13,4,OAKLAND,-122.26996612548828,37.8038330078125,POINT (-13611030.368400162 4551750.939742065),N,F,64,B,A,5,A,A,D,0,1,14TH ST,FRANKLIN ST,490208,ALA_OAK_14TH ST_P,3,other principal arterial,,10003569637002326788,460828.4817692724,14th Street,,
226,9796524,2025-03-08,4,OAKLAND,-122.26850128173828,37.80619430541992,POINT (-13610867.302739823 4552083.629261349),N,F,32,B,A,6,A,A,B,0,1,FRANKLIN ST,17TH ST,491504,ALA_OAK_FRANKLIN ST_P,4,minor arterial,,4572781261283647207,691124.0538171952,Franklin Street,,
227,9648643,2023-10-27,4,OAKLAND,-122.27027130126952,37.80681228637695,POINT (-13611064.340412734 4552170.700003297),N,M,86,,A,5,A,A,B,0,1,TELEGRAPH AV,17TH ST,492798,ALA_OAK_TELEGRAPH AVE_P,3,other principal arterial,,9150303075564096274,89066.40892814366,Telegraph Avenue,node/53099369,traffic_lights
228,9733072,2024-03-25,4,OAKLAND,-122.2677764892578,37.80728530883789,POINT (-13610786.619209964 4552237.347236363),N,F,63,B,A,1,-,A,B,0,1,19TH ST,FRANKLIN ST,490232,ALA_OAK_19TH ST_P,5,major collector,,685572286739824531,895137.954551221,19th Street,,
229,9761649,2024-07-08,3,OAKLAND,-122.26903533935548,37.80777740478515,POINT (-13610926.753761824 4552306.682310939),N,M,35,H,A,1,A,A,B,0,1,19TH ST,BROADWAY,490232,ALA_OAK_19TH ST_P,5,major collector,,13422800022806059646,515821.7339828648,Broadway,,
230,9761649,2024-07-08,3,OAKLAND,-122.26903533935548,37.80777740478515,POINT (-13610926.753761824 4552306.682310939),N,M,39,W,A,1,A,A,B,0,1,19TH ST,BROADWAY,490232,ALA_OAK_19TH ST_P,5,major collector,,13422800022806059646,515821.7339828648,Broadway,,
231,9694764,2023-11-28,4,OAKLAND,-122.26708984375,37.810943603515625,POINT (-13610710.18218168 4552752.8027562555),N,F,18,H,A,2,A,A,B,0,1,22ND ST,BROADWAY,490257,ALA_OAK_22ND ST_P,4,minor arterial,,17706001608369887899,105270.06362685474,22nd Street,,
232,9832766,2025-01-20,4,OAKLAND,-122.27120208740234,37.8043212890625,POINT (-13611167.955051078 4551819.73411762),N,F,26,H,C,1,A,A,B,0,1,BROADWAY,14TH ST,490208,ALA_OAK_14TH ST_P,3,other principal arterial,,582292640640125425,2022409.5856849882,14th Street,,
233,9791203,2024-03-12,4,OAKLAND,-122.27360534667967,37.80528259277344,POINT (-13611435.484650074 4551955.174373689),N,M,48,W,A,2,C,A,B,0,1,14TH ST,CLAY ST,490208,ALA_OAK_14TH ST_P,3,other principal arterial,,13161668127275184804,1442411.5822475257,Clay Street,,
234,9636887,2023-08-24,3,OAKLAND,-122.27059173583984,37.80531311035156,POINT (-13611100.011025935 4551959.4740932295),N,F,59,W,A,4,A,A,B,0,1,BROADWAY,TELEGRAPH AV,490218,ALA_OAK_15TH ST_P,7,local,,3245755289398006441,550767.205471078,15th Street,node/2389008502,traffic_lights
235,9715970,2024-01-02,3,OAKLAND,-122.27317810058594,37.805938720703125,POINT (-13611387.923832474 4552047.618735383),N,F,24,W,C,2,A,A,F,0,1,E 15TH ST,E 15TH ST 700,491034,ALA_OAK_CLAY ST_P,5,major collector,,7994971177885449235,218849.10381476846,Clay Street,,
236,9751047,2024-11-02,3,OAKLAND,-122.27249908447266,37.807918548583984,POINT (-13611312.336104507 4552326.569200541),N,M,30,,C,6,A,A,B,0,1,SAN PABLO AV,18TH ST,490230,ALA_OAK_18TH ST_P,7,local,,16025194029450492135,14909772.100725653,San Pablo Avenue,,
237,9470549,2023-06-13,3,OAKLAND,-122.2766571044922,37.809783935546875,POINT (-13611775.20477579 4552589.402204375),N,M,52,W,A,2,A,A,B,0,1,BRUSH ST,18TH ST,490231,ALA_OAK_18TH ST_P,5,major collector,,3387392555145704978,368370.48533340835,18th Street,node/53061156,signal
238,9728611,2024-05-22,4,OAKLAND,-122.2766571044922,37.809783935546875,POINT (-13611775.20477579 4552589.402204375),N,F,30,B,C,3,A,A,B,0,1,BRUSH ST,18TH ST,490231,ALA_OAK_18TH ST_P,5,major collector,,3387392555145704978,368370.48533340835,18th Street,node/53061156,signal
239,9791750,2024-10-05,3,OAKLAND,-122.27320098876952,37.810150146484375,POINT (-13611390.471733417 4552641.002101407),N,M,22,B,C,6,A,A,B,0,1,SAN PABLO AV,20TH ST,490247,ALA_OAK_20TH ST_S,4,minor arterial,,5922697623530313685,986000.5232744061,San Pablo Avenue,node/283261731,signal
240,9761160,2024-07-14,3,OAKLAND,-122.27332305908205,37.8109016418457,POINT (-13611404.060538448 4552746.8901915345),N,F,48,W,A,7,A,A,C,0,1,21ST ST,SAN PABLO AV,492609,ALA_OAK_SAN PABLO AVE_P,3,other principal arterial,,695684718300315291,204693.29304147797,21st Street,,
241,9803226,2024-03-12,2,OAKLAND,-122.2714385986328,37.81224822998047,POINT (-13611194.283360818 4552936.631444757),Y,M,58,B,A,2,A,A,B,0,1,WEST GRAND AV,NORTHGATE AV,771764,ALA_OAK_W GRAND AVE_P,3,other principal arterial,,5357127968850377091,6516235.871966989,West Grand Avenue,node/13520123744,signal
242,9658111,2023-12-26,3,OAKLAND,-122.27845001220705,37.80459976196289,POINT (-13611974.790349646 4551858.968613594),Y,F,38,B,A,2,B,A,B,0,1,CASTRO ST,11TH ST,770180,ALA_OAK_11TH ST_P,4,minor arterial,,,,,,
243,9791184,2024-01-08,2,OAKLAND,-122.27947235107422,37.805877685546875,POINT (-13612088.596591758 4552039.019225228),Y,M,57,B,A,1,A,A,B,0,1,12TH ST,BRUSH ST,770265,ALA_OAK_12TH ST_P,4,minor arterial,,13114027922643237550,114052.71185660036,Brush Street,,
244,9795396,2025-02-07,4,OAKLAND,-122.27947235107422,37.805877685546875,POINT (-13612088.596591758 4552039.019225228),N,M,24,B,C,5,A,A,B,0,1,BRUSH ST,12TH ST,770265,ALA_OAK_12TH ST_P,4,minor arterial,,13114027922643237550,114052.71185660036,Brush Street,,
